"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0885034","SC_ALL_L1_SDK","27/04/2026 11:46:27","WEBSOP","Error connexion Websop via Citrix in Edge","false",""
"INC0885342","SC_ALL_L1_SDK","28/04/2026 08:16:34","Windows Account","IMS0000976: connect with me live agent","false",""
"INC0743381","SC_ALL_L1_SDK","25/02/2025 16:52:51","Teams","Ma caméra ne fonctionne pas lors des appels Teams","false",""
"INC0782145","SC_ALL_L1_SDK","24/06/2025 07:22:52","VPN Check Point","J'ai la fenêtre Check Point Identity Agent - Unknown server qui s'ouvre et je ne sais pas si je dois cliquer sur ""Trust""","false","Assigned for Resolution"
"INC0778549","SC_ALL_L1_SDK","12/06/2025 14:53:29","Outlook 365","WFH - Teams - Outlook does not allow users to view links to teams. ","false",""
"INC0771061","SC_ALL_L1_SDK","20/05/2025 14:26:14","Windows Account","surval_ Windows Account_unlock ","false",""
"INC0736380","SC_ALL_L1_SDK","05/02/2025 16:09:22","MFA MS MultiFactor","Surval - MFA - Changer ","false","Assigned for Resolution"
"INC0806520","SC_ALL_L1_SDK","11/09/2025 12:57:47","Teams","gidy_Teams_souci de teams ","false",""
"INC0797991","SC_ALL_L1_SDK","14/08/2025 10:45:10","Windows Account","wfh_Windows Account_reset password ","false",""
"INC0751616","SC_ALL_L1_SDK","21/03/2025 16:19:07","Windows Workstation","mon Outlook ne synchronise plus   /   l'heure sur mon pc  est décaler    ","false",""
"INC0815689","SC_ALL_L1_SDK","09/10/2025 12:08:18","Outlook 365","WFH_Outlook 365_souci de outlook (windows 11) ","false",""
"INC0755358","SC_ALL_L1_SDK","02/04/2025 12:21:59","NextGen","Saclay - RITM0312990  - No password received ","false","Assigned for Resolution"
"INC0812564","SC_ALL_L1_SDK","30/09/2025 15:53:00","Adobe Acrobat","Saclay - Adobe Acrobat - request closed and application not installed","false",""
"INC0845159","SC_ALL_L1_SDK","13/01/2026 10:58:50","Windows Workstation","Hello Team, Please provide temporary admin rights on FR503027 so we can install Insight for Excel Manually","false",""
"INC0742875","SC_ALL_L1_SDK","24/02/2025 15:08:56","WIPS V3","Surval - Wips - User cannot access to wip's","false",""
"INC0802295","SC_ALL_L1_SDK","29/08/2025 15:00:34","WRAPortal","Je n'ai plus accès à WRA Portal et j'ai une urgence","false","Assigned for Resolution"
"INC0758961","SC_ALL_L1_SDK","11/04/2025 11:00:34","Windows Account","Password reset","false",""
"INC0747495","SC_ALL_L1_SDK","10/03/2025 14:03:05","Outlook 365","bolbec_outlook_teams link ","false",""
"INC0732215","SC_ALL_L1_SDK","23/01/2025 18:08:04","Network Drive","My network server I : _PHARMVGI are disrrupt, bad synchonisation issue","false","Assigned for Resolution"
"INC0807401","SC_ALL_L1_SDK","15/09/2025 10:08:14","VPN Check Point","I cannot connect to the VPN.","false","Assigned for Resolution"
"INC0726577","SC_ALL_L1_SDK","09/01/2025 09:07:58","FILEOPEN","Je ne possède pas file open","false",""
"INC0747310","SC_ALL_L1_SDK","10/03/2025 09:28:24","Windows Account","WFH - WINDOWS ACCOUNT - SYNCHRONISATION ","false",""
"INC0816262","SC_ALL_L1_SDK","10/10/2025 16:25:39","PXY Zscaler","wfh_","false","Assigned for Resolution"
"INC0742200","SC_ALL_L1_SDK","21/02/2025 14:08:27","Altheia","altheia_password invalid ","false",""
"INC0746922","SC_ALL_L1_SDK","07/03/2025 15:04:08","Windows Account","Gidy - windows account - RESET PASSWORD ","false",""
"INC0762416","SC_ALL_L2_WKS","22/04/2025 14:18:43","Adobe Acrobat","WFH-Adobe Acrobat-","false","Assigned for Resolution"
"INC0771396","SC_ALL_L1_SDK","21/05/2025 11:46:32","WIPS V3","Pas d'accès à Wips","false","Assigned for Resolution"
"INC0792640","SC_ALL_L1_SDK","25/07/2025 09:10:57","Windows Workstation","WFH- Screen - user cannot duplicate screen ","false",""
"INC0768145","SC_ALL_L1_SDK","12/05/2025 09:22:45","Network Drive","Unable to access to Isilon's shares","false","Incorrect Assignment"
"INC0785295","SC_ALL_L1_SDK","02/07/2025 09:35:48","VPN Check Point","WFH - VPN / Outlook / Teams,.... - Access ","false","Assigned for Resolution"
"INC0790007","SC_ALL_L1_SDK","17/07/2025 11:25:57","PXY Zscaler","New user - cannot login to ZSCALER - check attachment","false","Assigned for Resolution"
"INC0731720","SC_ALL_L1_SDK","22/01/2025 18:08:15","MFA MS MultiFactor","US - MFA - MFA reset ","false","Assigned for Resolution"
"INC0732957","SC_ALL_L1_SDK","27/01/2025 10:43:06","Windows Account","Gidy - Windows  - Locked account ","false",""
"INC0792532","SC_ALL_L1_SDK","24/07/2025 17:32:39","GTB Saclay","Dysfonctionnement du site","false","Incorrect Assignment"
"INC0807895","SC_ALL_L2_WKS","16/09/2025 11:48:26","WEBSOP","Java is missing in Edge for WebSOP","false","Assigned for Resolution"
"INC0751374","SC_ALL_L1_SDK","21/03/2025 08:39:37","Windows Account","Reset password and MFA","false",""
"INC0799665","SC_ALL_L1_SDK","21/08/2025 11:41:26","Windows Account","WFH - Windows account - Synchronization with LAPS ","false",""
"INC0725666","SC_ALL_L1_SDK","07/01/2025 10:12:28","Printing MFP","saclay_printing_temporary badge code ","false",""
"INC0741630","SC_ALL_L2_WKS","20/02/2025 11:22:52","Adobe Acrobat","WFH-  RITM0299329  adobe accrobat   - Not installed ","false","Assigned for Resolution"
"INC0813602","SC_ALL_L1_SDK","03/10/2025 07:35:11","Windows Account","WFH- Windows account - Reset password ( user forgot his password)","false",""
"INC0731328","SC_ALL_L2_GAM","22/01/2025 08:15:10","Windows Account","wfh_Windows Account_disable account ","false","Assigned for Resolution"
"INC0761689","SC_ALL_L2_WKS","18/04/2025 12:11:22","Windows Workstation","Besoin de l'application pour travail ","false","Assigned for Resolution"
"INC0785490","SC_ALL_L2_WKS","02/07/2025 14:34:30","Windows Workstation","I cannot define my PIN code on my Windows 11 laptop","false","Assigned for Resolution"
"INC0797463","SC_ALL_L1_SDK","12/08/2025 14:51:11","Windows Account","WFH- windows account - reset password ","false",""
"INC0737699","SC_ALL_L1_SDK","10/02/2025 10:34:36","Windows Account","WFH - Network Issue - Souci de connexion ","false","Assigned for Resolution"
"INC0725058","SC_ALL_L1_SDK","06/01/2025 09:10:18","Windows Account","GIDY-Windows-Locked account ","false",""
"INC0744926","SC_ALL_L1_SDK","03/03/2025 09:32:16","VPN Check Point","Can't connect to VPN whilst working remotely, VPN does not recognize the passeword","false","Assigned for Resolution"
"INC0739430","SC_ALL_L1_SDK","14/02/2025 10:02:43","Adobe Acrobat","Gidy- ADOBE - can not open PDF files ","false",""
"INC0781401","SC_ALL_L1_SDK","20/06/2025 15:10:53","Windows Workstation","WFH - Wifi -  User reports that wifi did not work ","false",""
"INC0735245","SC_ALL_L1_SDK","03/02/2025 09:47:56","Network Drive","Pas d'accès aux répertoires G:/ ou I:/ apres la mise à jour demandée, malgré plusieurs redémarrages","false",""
"INC0810045","SC_ALL_L2_GAM","23/09/2025 11:54:24","Printer Monitoring","Saclay - Printer -  could not use printer","false","Assigned for Resolution"
"INC0777265","SC_ALL_L1_SDK","09/06/2025 09:58:45","Word 365","No access to Word, PowerPoint, Excell etc, and we need it URGENTLY for a event","false",""
"INC0813718","SC_ALL_L2_GAM","03/10/2025 10:40:35","NextGen MyITportal","[IT Portal} Generic Mailbox Management form missing accounts","false","Incorrect Assignment"
"INC0826726","SC_ALL_L1_SDK","13/11/2025 09:19:08","Outlook 365","IMS0000421: Je n'ai pas les droits sur la BAL que vous venez de créer","false",""
"INC0801756","SC_ALL_L1_SDK","28/08/2025 08:08:26","Outlook 365","Orléans - Outlook - Outlook in Offline Mode","false",""
"INC0817131","SC_ALL_L1_SDK","14/10/2025 10:30:16","Printing MFP","GIDY - Printer - Can not print ","false",""
"INC0814943","SC_ALL_L1_SDK","07/10/2025 17:29:59","MFA MS MultiFactor","MFA reset for Yosette GUILLEN (CA66_PA1)","false","Assigned for Resolution"
"INC0736568","SC_ALL_L1_SDK","06/02/2025 08:48:55","Printer Monitoring","Gidy - printer - error msg while printing","false","Assigned for Resolution"
"INC0806630","SC_ALL_L1_SDK","11/09/2025 15:20:59","MFA MS MultiFactor","wfh - MFA - Reset ","false","Assigned for Resolution"
"INC0798424","SC_ALL_L1_SDK","18/08/2025 08:04:47","Windows Account","wfh_Windows Account_forcer synchro of new password ","false",""
"INC0801838","SC_ALL_L1_SDK","28/08/2025 10:15:57","Windows","Pas de réseau sur file service d_ppm_1","false",""
"INC0793533","SC_ALL_L2_WKS","29/07/2025 11:49:18","Windows Workstation","Please push the package PHARSIGHT_WinNonlin-Phoenix_8.6_EN_X64_R01 into EMVDTCSAPP1-049 as we have to do the testing for TMARTXM-3510.","false","Assigned for Resolution"
"INC0826715","SC_ALL_L1_SDK","13/11/2025 08:55:53","VPN Check Point","I am not receiving SMS on my phone when trying to connect to VPN.","false","Assigned for Resolution"
"INC0737871","SC_ALL_L2_WKS","10/02/2025 14:32:48","Printing MFP","surval_printing mfp_can't print","false","Assigned for Resolution"
"INC0773598","SC_ALL_L1_SDK","27/05/2025 15:26:24","MFA MS MultiFactor","WFH-MFA- User is  unable  to configure MFA","false","Assigned for Resolution"
"INC0809169","SC_ALL_L1_SDK","19/09/2025 19:23:06","Teams","WFH - Teams - searching the transcript","false",""
"INC0779942","SC_ALL_L1_SDK","17/06/2025 12:21:28","Windows Account","Réinitialisation mot de passe compte ADMOP (ADMOPHASA)","false",""
"INC0815811","SC_ALL_L1_SDK","09/10/2025 16:07:37","Windows Account","I have lost my password for my admin AD account  (FR1\ADMOPODKR) , can you please reinitialize it ","false",""
"INC0725801","SC_ALL_L1_SDK","07/01/2025 13:28:19","SharePoint O365","Pas d'acces à BL-PRODUCTION EP3. Le dossier EP3 est vide","true","Assigned for Resolution"
"INC0802866","SC_ALL_L1_SDK","01/09/2025 14:51:52","Windows Account","Baclaire - windows - account locked ","false",""
"INC0777489","SC_ALL_L1_SDK","10/06/2025 09:19:38","Windows Account","Gidy-Windows-Reset Password ","false",""
"INC0728612","SC_ALL_L1_SDK","14/01/2025 16:58:00","PXY Zscaler","J'ai besoin d'acceder à un website externe dans le cadre d'une collaboration pour un partenariat. Cet accès est refusé: https://epilepsies-innov4epik.com/","false","Assigned for Resolution"
"INC0803121","SC_ALL_L1_SDK","02/09/2025 10:18:24","Printing MFP","L' imprimante me demande un code puk , que faire ?","false","Assigned for Resolution"
"INC0785629","SC_ALL_L1_SDK","02/07/2025 21:15:51","Windows Account","Password lock and not working","false","Incorrect Assignment"
"INC0739287","SC_ALL_L1_SDK","13/02/2025 20:16:30","Bitlocker","BR1 - Bitlocker - Recovery Key needed","false",""
"INC0778357","SC_ALL_L1_SDK","12/06/2025 09:27:53","VPN Check Point","WFH - VPN - User cannot connect vpn","false","Assigned for Resolution"
"INC0731467","SC_ALL_L1_SDK","22/01/2025 11:23:22","Adobe Reader","I can't open any file in Adobe Reader asking for credentials, if we close that window file automatically closes","false",""
"INC0819802","SC_ALL_L1_SDK","22/10/2025 10:34:17","Outlook 365","Outlook - no teams reunion button in calendar","false",""
"INC0775144","SC_ALL_L1_SDK","02/06/2025 10:33:14","Adobe Acrobat","L'application se ferme instantanément dès que j'essaye de signer un document.","false","Assigned for Resolution"
"INC0729481","SC_ALL_L1_SDK","16/01/2025 15:08:51","Teams","Saclay- Teams - can not add member","false",""
"INC0754088","SC_ALL_L1_SDK","28/03/2025 15:57:57","Windows","Since many weeks, the SFTP is locked because of the rate limits","false","Incorrect Assignment"
"INC0748813","SC_ALL_L1_SDK","13/03/2025 10:08:02","Windows Account","orlean_windows account_reset admop password ","false",""
"INC0732570","SC_ALL_L1_SDK","24/01/2025 16:42:04","Printing MFP","gidy_printing mfp_can't print","false",""
"INC0761751","SC_ALL_L2_WKS","18/04/2025 15:28:20","Powerpoint 365","My userkey to the application thinkcell is outdated and I need a new one","false","Assigned for Resolution"
"INC0804368","SC_ALL_L1_SDK","04/09/2025 23:20:31","Windows Account","BL – Compte Windows – Mot de passe réinitialisé","false",""
"INC0778802","SC_ALL_L1_SDK","13/06/2025 10:23:10","SAP Spirit ECC","WFH-SAP-Access issue ","false","Assigned for Resolution"
"INC0786611","SC_ALL_L1_SDK","05/07/2025 16:34:39","Windows Account","Saclay - Windows account - locked account","false",""
"INC0815120","SC_ALL_L1_SDK","08/10/2025 09:56:55","MFA MS MultiFactor","MFA reset ","false","Assigned for Resolution"
"INC0725858","SC_ALL_L2_WKS","07/01/2025 15:10:58","Adobe Reader","Adobe reader ne fonctionne pas","false","Assigned for Resolution"
"INC0763201","SC_ALL_L1_SDK","24/04/2025 09:06:40","Windows Account","surval_Windows Account_reset password ","false",""
"INC0746959","SC_ALL_L2_WKS","07/03/2025 16:17:40","Adobe Acrobat","Je n'ai plus accès a l'application","false","Assigned for Resolution"
"INC0769022","SC_ALL_L2_WKS","14/05/2025 08:59:06","Adobe Acrobat","message d'erreur - impossible d'optimiser un document","false","Assigned for Resolution"
"INC0763478","SC_ALL_L2_WKS","24/04/2025 16:24:08","Windows","WFH - Software request - Zotero & Deepl","false","Assigned for Resolution"
"INC0740509","SC_ALL_L2_WKS","18/02/2025 08:48:18","Network Drive","L'application a disparue.","false","Assigned for Resolution"
"INC0736737","SC_ALL_L1_SDK","06/02/2025 13:37:22","Windows Account","WFH-Windows-Password ADMOP","false",""
"INC0727155","SC_ALL_L1_SDK","10/01/2025 11:29:43","Laps","je souhaiterais un mot de passe administrateur provisoire afin d'installer la derniere mise à jour Bizint","false",""
"INC0824274","SC_ALL_L1_SDK","05/11/2025 08:25:14","Outlook 365","WFH - Outlook - could not open application","false",""
"INC0817580","SC_ALL_L1_SDK","15/10/2025 09:53:24","VPN Check Point","WFH- VPN - Can not connect it ","false","Assigned for Resolution"
"INC0758017","SC_ALL_L1_SDK","09/04/2025 13:37:43","Windows Account","DK2- windows reset password ","false",""
"INC0833366","SC_ALL_L1_SDK","03/12/2025 08:53:38","VPN Check Point","WFH - VPN - could not connect to VPN","false","Assigned for Resolution"
"INC0793467","SC_ALL_L1_SDK","29/07/2025 09:53:45","Windows Account","WHF- Windows account - reset password ","false",""
"INC0763097","SC_ALL_L1_SDK","24/04/2025 01:56:08","MFA MS MultiFactor","GD2-Authentification Multi-Facteurs (AMF) – ÉchecScan MFA","false","Assigned for Resolution"
"INC0735265","SC_ALL_L1_SDK","03/02/2025 10:20:33","MFA MS MultiFactor","WFH VPN - User cannot Connect VPN ","false","Assigned for Resolution"
"INC0752553","SC_ALL_L2_WKS","25/03/2025 10:17:51","Windows Workstation","impression ne fonctionne pas - Poste Windows 11","false","Assigned for Resolution"
"INC0816728","SC_ALL_L1_SDK","13/10/2025 11:21:50","SharePoint O365","Apres autorisation, je n'ai pas accès au SharePoint SG COMPLIANCE & DATA PRIVACY et R&D GMPA","false","Assigned for Resolution"
"INC0775963","SC_ALL_L1_SDK","03/06/2025 16:48:55","Windows Account","Surval - windows account- verrouillé ","false",""
"INC0788074","SC_ALL_L1_SDK","10/07/2025 08:53:44","Windows Account","orleans_Windows Account_unlock ","false",""
"INC0820309","SC_ALL_L2_WKS","23/10/2025 13:39:19","StartingPoint","L'installation n'a pas eu lieu sur le poste","false","Assigned for Resolution"
"INC0797001","SC_ALL_L2_WKS","11/08/2025 10:52:30","Windows Workstation","I need to install  terraform ( i need admin rights to change the env variables)","false","Assigned for Resolution"
"INC0752457","SC_ALL_L1_SDK","25/03/2025 08:11:58","WEBSOP","Accès WEBSOP désactivé","false","Incorrect Assignment"
"INC0801575","SC_ALL_L2_WKS","27/08/2025 15:09:13","Adobe Acrobat","Surval - Adobe Acrobat - could not use pro options","false","Assigned for Resolution"
"INC0820276","SC_ALL_L1_SDK","23/10/2025 12:11:10","Windows Workstation","Absence de lien pour le retrait du matériel informatique pour Meriem GARSAA","false",""
"INC0779613","SC_ALL_L1_SDK","16/06/2025 16:03:41","Printing MFP","Surval - Printer -  User cannot connect printer ","false",""
"INC0812635","SC_ALL_L1_SDK","30/09/2025 19:57:05","Portail ACH - KALIDEA","WFH - Portail ACH - Error msg / access ","false",""
"INC0727282","SC_ALL_L2_WKS","10/01/2025 16:07:13","Windows Workstation","The generated password for account .\bg1admlocal is not correct.","false","Assigned for Resolution"
"INC0752231","SC_ALL_L1_SDK","24/03/2025 14:30:50","Word 365","l'application WORD ne s'ouvre pas ","false",""
"INC0794295","SC_ALL_L1_SDK","31/07/2025 15:44:05","Adobe Reader","J'ai des soucis avec Adobe Reader , que faire ? Issue with Adobe Reader","false",""
"INC0767274","SC_ALL_L1_SDK","07/05/2025 11:27:28","Printing MFP","When trying to print a document I get the message ""Impossible d'imprimer le document""","false",""
"INC0805913","SC_ALL_L1_SDK","10/09/2025 03:42:40","Adobe Acrobat","Adobe software disappeared after computer upgrade to window 11, we need the adm password to download the apps","false",""
"INC0783483","SC_ALL_L1_SDK","26/06/2025 12:22:07","WEBSOP","Technical issue for the access to WEBSOP:  The account of the user “Colette ROUCHES (CERO_TW1)” is inactive.","false",""
"INC0815792","SC_ALL_L2_WKS","09/10/2025 15:26:10","Windows","Saclay - Software request - need postgresql","false","Assigned for Resolution"
"INC0792002","SC_ALL_L1_SDK","23/07/2025 13:02:04","Outlook 365","Outlook - problème d'activé réponses automatique ","false",""
